"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy","alt","speciesjamasakura","speciesyedoensis","cultivarNoneGiven","cultivarSomeiyoshino","locationkyoto","locationliestal","locationnyc","locationvancouver"
1992,2.5,4.6,7.9,8.9,11.5,14.4,20.7,25.5,29.6,30.9,32.7,35.2,39.3,39.3,39.3,39.3,40.3,40.3,40.3,40.3,40.6,42.3,43,43.2,45.4,45.4,49,52.6,58.7,62.2,64.5,64.5,64.5,65.9,68.6,68.6,69.6,71.5,71.5,71.5,72.4,72.4,73.9,76.9,78.1,80,80.9,80.9,83.1,83.3,83.3,83.3,83.3,84,84.1,84.1,84.6,88.8,97.6,97.6,106.1,106.1,108.4,108.4,114.2,116.5,117.4,120.3,127.2,133.9,139.3,146.5,154.5,166.2,175.6,179.5,182.9,187.1,192.8,198.7,201.4,203.7,208.8,216.1,223.9,230,234.3,242.2,251.2,258.9,269.4,279,287.9,300.1,310.1,319.4,330.9,338.6,351,365,376.3,383.7,388.6,392,397.6,407.3,415.1,423.4,437.8,445.3,456.3,471,480.9,493.4,505.3,516.1,527.8,543.7,543.7,557,565.7,575.9,586.5,599.2,612,622.6,635.9,635.9,652.8,666.2,676.6,689.1,703.6,716,729,742.1,97,95.8,6.61059755241536,98.1,6.34997812769636,94,44,1,0,1,0,1,0,0,0
1993,1.3,1.3,5.7,7.8,8.2,10.4,15.8,19,20.4,23.4,23.4,23.4,26.7,30.3,34.9,39.4,39.9,40.7,40.7,40.7,40.7,40.7,40.7,43.6,46.9,49,50.5,50.5,50.5,50.5,53.9,53.9,53.9,53.9,55.7,57.8,66.9,72.6,72.6,72.6,72.6,75.4,77.4,80.9,80.9,83,89.9,96.1,98.6,100,103.2,109.3,115.1,115.1,115.1,115.1,115.1,119.4,122.8,122.8,122.8,124.8,127.2,132.1,140.5,144.3,145.2,146.6,149.3,153.2,156.5,157.7,161.6,162.8,162.8,162.8,164.9,166,166.9,170.1,175.9,185.7,195.1,202.2,210.8,220.7,225.9,225.9,231.3,240.9,248.8,258.6,272.3,279.5,283.5,288.9,293.3,294.6,297.4,299.9,303.8,306.2,312.7,320.9,331.1,342.9,353.2,366.2,380.6,396.9,412.1,423.3,440.2,454.4,461.3,473.6,487.6,499.3,510,519.8,529.7,539.1,549.2,561.9,575.6,589.3,604.7,620.2,634.1,645.3,660,677.4,697.2,705.1,715.5,729,94,95.6,6.65582451691749,98.2,6.26808494588968,97,44,1,0,1,0,1,0,0,0
1994,0,1.1,3.6,6.3,8.4,12.2,12.3,12.3,13.7,16.9,21.8,24.3,25.8,25.9,25.9,27.2,32.4,35,35,35,35,35,35,35,35.1,39.3,40.6,41.4,41.4,41.4,41.7,43.2,43.2,43.2,43.5,45.5,48.2,51.3,55.4,56.5,56.5,56.5,56.5,56.5,56.5,56.7,57.1,57.4,59.1,63.4,70.2,71.7,73,73,73,73.1,73.1,73.4,74.2,75.8,75.8,78.6,79.3,79.3,79.7,85.8,92.9,100,100.9,103.8,104.5,105.7,106.7,106.7,109.8,111.7,117,123.3,127.2,128.8,135.4,141.8,145.4,146.5,147.3,149.7,157.1,159.9,164.8,173.1,183.9,194.6,201.2,212.9,227.1,243,252.9,258,260.7,268.6,281.3,292.8,300.5,309.7,321.1,335,347.6,358.5,371.7,386.3,402,418.1,429,440.8,455,469.3,484.6,496.5,510.6,525.8,540,558.5,576.5,591.7,604.3,616.2,632.4,645.9,663.9,679.7,692.3,705.4,723.2,741.8,757.5,773.7,97,93.8,3.70135110466435,98,6.27162924074226,99,44,1,0,1,0,1,0,0,0
1995,0.6,0.6,2.5,6.1,7,7,9.1,11.4,17.5,17.5,17.9,18.1,18.1,18.1,18.1,18.1,18.1,18.7,18.7,20.9,24.8,30,34.8,35.4,35.4,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,39.9,41.8,41.8,42.7,46.6,51.7,53.3,56,56,56,56.5,58.3,58.3,58.3,58.3,60.5,61.3,64.1,67.6,68.3,71.4,73,73.1,74.5,74.5,75.3,78.1,81,83.8,89.6,94.3,97.3,100.6,103.2,105.6,113.8,123.1,131,133.7,135.4,140,148.7,155.9,167.1,177.8,181,182.9,189.6,192.5,200.6,209.3,217.4,220.2,223,225.4,231.7,241.7,252.7,261.1,273.4,282.1,289.5,297.8,303.1,312.7,321.1,332.1,342.2,354.7,367.4,373.6,381.2,394.1,408.8,421.1,433.6,444.2,454.2,468.1,480.8,493.9,509.3,523.6,537.6,550.1,561.4,572.1,585.9,601.5,616.4,633.8,652.1,664.3,674.2,686.4,697.9,710.3,721.6,99,95,4.30116263352131,97,4.98887651569859,99,44,1,0,1,0,1,0,0,0
1996,0.8,0.8,2.5,2.5,4.3,6.8,11.5,11.5,11.5,11.5,12.1,13.4,15,21,28.8,32.3,34.4,34.5,35.4,36.4,37.9,37.9,38.1,38.1,38.1,38.1,38.1,38.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,41.5,41.5,41.5,41.5,43.8,50.9,61,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,65.2,67.3,68.6,69.9,75.2,76.7,76.7,76.8,77.9,77.9,77.9,79.4,82.6,83.3,84.4,85.5,85.5,88.2,94.9,98.6,106.5,113.6,114.2,116.1,120.6,130.4,135.2,136.5,142.7,147.8,153.2,160.6,167.5,176.3,187.5,195.7,198.9,200,200.3,201.9,205.8,213.6,220.9,229.8,235.4,240.2,241.9,242.5,246.1,254.5,264,270.9,282.7,291.7,296.3,300,303.9,312,323.1,336.4,351.3,365.1,380.9,396.9,414.8,430.2,445.1,459.8,474.6,487.6,497.8,506.6,517.6,528.3,539.1,553.4,568.4,580,591.1,603.8,618.4,99,97.2,2.04939015319192,97,4.98887651569859,103,44,1,0,1,0,1,0,0,0
1997,8.1,8.6,9.9,10,10.2,10.8,11.1,11.1,11.1,11.1,12.5,13.8,14.7,17.1,17.1,17.9,20.5,24.2,25.6,27.7,27.7,27.7,27.9,27.9,27.9,27.9,29.6,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,32,32.2,33.9,36,39,39,39,39,39,42.2,44.4,44.4,44.4,44.4,47,47,47,47,49.3,55.3,58.6,61.9,70.4,72.6,76.2,76.9,80,84.9,95.3,104.2,109.1,111.9,117.6,120.9,125.3,133.2,143,149.2,153.6,156.4,163.3,167.8,172.7,179.6,184.3,188.1,188.1,193.6,202.7,207.5,216.9,226,229.9,234.5,242.5,250.9,262.5,274,285.4,295.7,302.6,312.7,321.6,330.6,338.4,348.2,359.8,373.2,380.1,387.3,399.7,411.3,420.9,434.1,445.3,458,464.8,472.3,482.5,494.2,509.6,521.7,536.8,548.7,564.1,581.5,595.8,613.2,631.3,652.4,674.3,688,696.8,711.2,727,745.7,761,776.7,794,812.8,103,98.4,3.286335345031,97.1,5.10881590977792,97,44,1,0,1,0,1,0,0,0
1998,1.4,2.6,6.3,7.9,8.3,8.8,10.9,12.2,12.5,12.8,14.4,15.1,15.9,18.3,21,23.7,29.5,33.7,33.7,33.7,33.8,35,35,35,35,35.8,36.7,36.7,36.7,37.2,38.3,38.3,39.5,41.6,41.6,41.6,42.5,43.1,43.1,43.1,43.1,44.7,53,62.4,67.1,67.4,71,72,73.9,82.6,90.8,93.9,96,103.7,109.5,115.8,120.5,126.3,129.8,132.3,135.4,140.4,146.9,149.5,153.9,155.8,160.4,166.6,170.9,177.7,183.3,188.6,195.2,195.2,199,202.2,206.1,215.9,221.3,226,228.8,232.9,239,245.6,255.3,264.1,274,285.8,296.1,304.3,308.4,311.5,316.1,325,338.5,349.2,359.9,371.5,381.6,394.7,410.1,428,446.1,460.9,472.6,485.3,499.5,511.1,525,542.3,559.5,576.9,593.6,612.1,626.2,637.3,651,669.4,687.9,706.1,723,744.1,758.3,773.7,789.9,808.1,828.7,844.5,860.6,874.5,885.8,903,916.4,930.4,948.8,963.8,97,99,2.44948974278318,97.3,5.056349144063,91,44,1,0,1,0,1,0,0,0
1999,0.3,2.4,3.3,5,6.4,10.1,10.9,10.9,10.9,10.9,10.9,11,12.4,14,14.4,16.6,16.6,18.3,21.7,24.9,24.9,24.9,29.3,32.8,36.9,38.5,40.9,41.9,41.9,41.9,43.3,45.5,45.5,45.5,45.5,45.5,45.5,46.7,48.6,51.7,53.4,53.4,53.4,53.4,53.4,54.3,57.1,61.9,64.4,64.4,64.4,64.4,65.2,68.4,72.1,74.8,81.5,82.6,82.8,87.2,93.5,99.8,108.5,118.2,122.9,126.6,131,132.9,137.4,140.6,141.5,149.3,160.9,170.5,176.3,187.6,201.7,209.6,211.3,214.1,214.1,216.8,225.1,237.3,249.1,253.3,256.9,258.5,263.5,271.2,283.8,291.4,295.8,302.4,310.9,318.4,321.8,325.8,335.6,344.9,355.7,369,380.3,389,397.7,409.1,422.2,432.5,445.1,457.9,472.8,488.2,499.5,511.2,523.4,535.8,547.9,558.3,565,575.8,589.2,604.4,620,632.8,645.1,660.1,676.5,693.4,711,727.1,738.7,755.8,774.8,791.5,810.2,824.8,91,97.8,4.38178046004133,95.8,4.36653943835008,94,44,1,0,1,0,1,0,0,0
2000,1.9,5.7,9.9,13.1,18.8,28.4,31.6,31.7,35,39.8,41,46.7,54.2,57.6,59.5,61.5,66.3,66.7,69.3,69.3,69.3,69.3,70.6,74.3,74.3,74.3,74.3,74.3,75.1,75.9,75.9,75.9,76,77.6,77.6,79.8,81.7,82.5,82.5,82.5,82.5,83.8,86.4,87.7,91.5,91.5,91.5,91.5,91.5,91.5,92.2,92.2,92.2,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,95.4,102,107.4,111.7,116.8,118.8,118.8,118.8,119.2,119.4,121.5,122.4,124.1,129.7,134.6,135.2,140.5,145.2,146.7,151.9,154.2,161.9,165.6,167.5,169.2,176.6,185.7,191.1,197.4,203.3,208.8,215.7,224.8,235.9,244.4,250.3,261.3,267.9,280.8,289.4,294.7,304.4,316.3,328.8,334.8,340.1,347.5,359.5,371.5,382.3,393.9,407.1,417.5,426.3,438.9,448.6,458.9,466.2,477.1,489.5,503.3,517.1,527.7,542.1,559.1,576.5,591.4,608.1,627.3,645.7,662.8,678.8,694.2,708.6,722.3,94,96.8,4.60434577328853,95.9,4.30632609592498,100,44,1,0,1,0,1,0,0,0
2001,0,2.2,2.2,2.2,2.2,2.2,3,5.6,10.2,12.5,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.7,13.7,13.7,14,14.9,14.9,14.9,17,19.6,20.7,21.5,21.5,21.5,23.2,23.5,23.5,23.5,24.7,27.7,29.4,31.6,31.6,31.7,31.7,32.3,32.3,32.5,32.5,32.5,32.5,32.5,35.8,40.4,41.9,47.1,52.7,60.7,63.4,63.4,63.4,67.2,71.8,74.5,75.1,80,80.7,82.9,89.1,90.3,90.3,90.3,90.7,90.7,91.9,91.9,100,103.9,108.8,114.4,120.5,128.2,137.3,146.4,158.5,166.2,178.3,188.3,193.9,199.8,206.9,211.9,214.1,214.7,217.9,228.1,232.4,236.3,245.5,257.6,271.1,285.7,299.5,315.4,331.4,337.9,346.8,356.7,367.7,381.1,396.3,410.1,426.3,434.3,442.1,448.4,461.2,470.9,478,486.7,498.5,513.4,526.3,539.7,554.5,563.9,574.9,586.7,601.3,616.5,633.2,649.6,665.7,680.1,693.3,707.6,725.3,743.3,761.8,777.8,100,97,4.74341649025257,97.1,3.44641520681676,96,44,1,0,1,0,1,0,0,0
2002,1.8,1.8,1.8,4,4,4,5.9,5.9,6.5,9.3,13,17.5,22.3,28.6,35.5,42.6,44.9,46.1,46.4,52.8,56.7,57,57,57.1,57.4,60.3,61.8,62.6,62.6,62.8,62.8,62.8,64,66.9,69.5,73,75.7,78.1,81.7,81.9,81.9,81.9,81.9,81.9,81.9,81.9,84.2,87,87,87,88.9,95.3,101.7,106.3,108,112.2,117.6,124.6,130.9,136.7,141.1,141.9,145.8,151.4,155.3,156.6,157.2,160.9,168.5,174.4,180.7,186.8,197.1,206.8,214,223.1,228.7,237.1,246.4,257.7,264.2,267.4,269.7,274.6,285.7,290.4,297.7,308,316.1,325.4,336.7,350.1,362,370.9,380.2,390.8,402.6,417.1,425.5,434.3,442.6,449.3,459,472.9,488.5,504.1,512.5,521.1,533.8,547.2,558.3,575.2,591.9,605.9,615.1,625,638.4,653,666.5,681.4,692.7,708.9,725.6,741.4,755.8,771.6,786,800.6,816.2,829.3,842.7,856.4,872.9,890.7,905,919.3,96,95.6,3.36154726279432,97,3.46410161513775,91,44,1,0,1,0,1,0,0,0
2003,1.1,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.7,3,5,6.1,6.1,7.1,7.1,7.1,8.9,11,12,12.9,12.9,14,14.5,14.5,14.6,18.2,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,23.1,23.1,23.1,24.4,29.7,33.3,39.9,43.3,43.3,43.9,44.2,47.7,50.2,51.7,53,54.7,54.7,56,57.8,61,62.2,63.3,67.1,67.4,71.3,76.1,81.2,82.5,82.5,82.5,87.1,91,91,91,91,91.1,91.3,92.4,96.7,98.5,102.5,106.7,107.8,109.4,112,116.3,118.1,123.7,132.6,139.8,147.6,156.3,162.9,166.4,173.1,183.5,193.8,201.9,211.6,217.7,222,229,241.6,251.5,256.7,263.1,272.2,284.8,295.9,306.5,314.7,327.4,342.7,358.9,374.1,388.5,395.7,407.5,419.7,433.5,451,462.1,474.8,490,507.2,514.7,526.6,542.5,559.8,577.5,597.1,616.1,635.2,642.8,652,666.3,678.3,693.9,710.7,724.6,738.4,749.1,91,94.4,3.78153408023781,96.7,3.86005181312376,98,44,1,0,1,0,1,0,0,0
2004,2.6,5.2,8.4,10.6,11.9,12.2,14.9,14.9,14.9,17.2,17.2,19.2,19.2,19.2,19.2,19.2,19.2,21,22.4,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,25.4,27.7,27.9,31.5,35.8,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,38.6,41.2,44.5,48.3,49.4,49.4,49.8,52.5,57.3,64,73.3,82.4,83.2,87,93.3,95.2,96.2,101,106.2,107.9,109,109.5,109.5,112.3,112.3,112.3,112.9,116.6,128.4,135.5,138.5,143,150.1,156.2,166.6,180.2,181.6,186.3,189.1,194.8,196.4,202.2,208.4,215.1,219.9,226.1,236.3,249.6,259.9,265.6,275.3,285.1,292.6,295,301.8,312.5,323.9,330.5,340.6,354.6,368.2,383.1,396.4,405,419,433.8,449.1,467.4,482.3,492.8,507.6,525.3,534.8,541.7,551.3,565.1,575.8,583.6,596,611.3,626.5,640.9,657.7,670.9,682.5,697.6,712.9,731.5,746,761,776.1,796,811.9,826,843.3,98,95.8,3.4928498393146,96.8,3.8815804341359,92,44,1,0,1,0,1,0,0,0
2006,1.3,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3.5,3.5,3.8,8.6,14.1,16.2,19.8,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.8,21.8,24.2,27.7,31.4,34,36.2,36.2,36.2,36.2,36.2,37.5,37.5,37.5,39.5,41.9,41.9,42.3,47.9,54.8,58.7,58.7,58.7,60.4,60.8,64.1,72,73.7,75.9,83.9,89.3,89.3,91.6,92.6,92.8,92.8,93.4,99.6,103.8,109.1,115.2,122.4,128.8,137.6,139.3,139.3,139.3,142.7,147.6,150,153.9,154,156.9,161.1,165.2,171.3,174.2,180.2,186.8,196.4,201.7,202.4,202.4,203.1,209.7,217.3,224.2,234.4,240.6,245.2,253.5,261.2,269.4,277.3,288.5,300.2,309.2,314.9,321.1,326.5,333.6,346.3,359.1,366.5,372.4,382,394.4,403.3,409.8,418.1,426.9,438.7,449.9,464.8,484.2,492.7,504.5,519.1,535,550.7,565.6,583.3,600.9,617.2,627.6,641,651.7,663.8,678,691.1,99,95.2,3.56370593624109,96.1,4.06748625620843,98,44,1,0,1,0,1,0,0,0
2007,3.1,6.1,9.2,10.6,14.4,16.2,16.2,16.8,16.8,18.4,19.8,21.4,22.5,22.5,23.7,27,29.8,33,33,34.4,36.6,38.3,39.1,40.8,41.4,45.6,47.7,49.3,50.8,55,57.9,58.2,58.2,61,61,64.3,70.4,73.3,77.4,83.6,87.9,89.1,92,97.3,103.6,105.8,106.4,109.1,113.2,115.1,118.4,122.6,130.6,135.7,135.7,138.4,143.8,150.5,151.6,155.1,161.4,170.8,183.6,192.2,192.7,192.9,193.4,196,202.1,202.3,203.2,204.2,206.5,207.7,210.4,211.5,211.5,211.8,212.2,215.9,221.4,229.7,238.4,245.4,254.2,260.7,270.1,282.8,288.1,299.6,310.4,319.3,322.4,324.7,328,336,342.6,351.5,358.2,367.8,376,386.8,400.2,409.1,420.1,428.5,435.6,440.9,449.5,463.3,479.7,493,501.6,514.5,521.9,531.7,543.7,554.3,567.6,584.4,595.5,607.4,621.6,638.7,656,668.9,683.2,700.8,720.2,730.2,740.6,756.9,770,785.8,799.1,813.5,98,95.6,3.78153408023781,95.6,3.37309617084627,97,44,1,0,1,0,1,0,0,0
2008,0,0.3,2.4,3.8,5,7.4,9.5,13.8,17.8,20.9,26.8,29.3,29.3,29.3,30.2,31.1,31.1,31.1,31.1,31.1,31.2,32.3,34.2,34.2,34.2,34.2,34.2,34.2,35.1,36.7,36.8,36.8,36.8,36.8,37.2,37.2,37.5,37.5,37.5,37.5,38.1,41.1,41.1,41.1,41.1,41.1,41.1,41.1,41.1,41.2,43.5,45.6,50.2,50.2,50.2,50.2,50.3,50.3,50.3,53.3,54.6,57.9,59.8,60.5,60.5,62.2,63.3,64.7,72,76.8,84,93,102.8,109.4,114.6,122.2,129,140.1,147.7,154.4,160.8,170,180.6,188.3,197.9,202.8,209.8,214.8,219.9,224,227.5,230.6,237.8,245,252.1,261.2,272.5,281.2,289.5,301.4,310.7,319,327.2,338.3,346.6,358.8,372.1,382.7,392.8,403.5,414.2,427,442.1,458.2,466.4,474.9,488,499.6,510.5,525.6,542.6,558.7,574.4,591.8,611.1,623.2,637.5,654.3,671.7,685,692.4,701.1,713.5,726.4,737.5,750.8,97,96.8,2.77488738510232,95.6,3.37309617084627,95,44,1,0,1,0,1,0,0,0
2009,0,0.4,1.6,3.5,6.6,7.8,8.4,11.8,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.5,15.5,18.3,20.2,21,21.8,25.7,28.5,28.5,28.5,29.1,29.4,32.3,39.9,48.9,51.6,52.2,53.1,54.6,55.7,60,60.7,63,63.4,65.8,67.1,69.5,74.1,84.2,90.4,97.8,97.8,97.8,99.1,100.5,102.4,102.4,106.1,109.5,114.9,120.5,124.5,126.7,131.9,136.6,137.3,137.7,139.8,146.9,153,156.6,162.3,169,173.2,174.3,177.4,183.3,184,187.1,193.6,202.5,215.1,228.9,232.8,242,250.9,253.4,258,260.2,262.8,265.3,268.4,271,274.9,281.8,285.2,288.6,296.1,301.9,309.1,318.7,329,340.6,353.9,367.7,383.5,398.5,414.1,425.7,436.4,446.9,456.5,470.5,487.3,502.1,515.5,526.9,534.8,548.2,558.3,564.2,570.2,578.3,588.5,601.3,615.5,630.2,645.3,660.3,673,685.4,697.1,708.5,725.4,743.2,762.5,781.4,792.6,804.9,819.2,832.1,95,96.2,2.77488738510232,96,2.98142396999972,95,44,1,0,1,0,1,0,0,0
2010,0,1.8,2.5,5.6,5.7,5.7,5.7,5.7,6.8,7.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,12.4,15.4,23.1,25.9,26.6,26.6,26.6,26.6,26.6,30,32.8,34.2,37.3,38.7,38.7,39.7,39.7,39.7,39.7,39.7,39.7,43.4,53,58.8,60.3,60.4,60.4,62.8,65.1,65.1,65.1,65.4,65.4,66.7,68.3,75,82.9,93.1,106,116.1,122.1,125.3,132.6,138.2,142.9,149.7,157.8,163.2,165.4,168.1,168.4,169,170.5,177.5,183.6,190.8,200.8,206,208.9,213.4,218.1,232.8,236.4,241.9,245.8,250.1,251.7,251.9,256.1,259.9,259.9,261.3,268.6,278.8,282.6,285.4,294.7,304.9,317.5,321.8,329.6,339.6,354.1,366.4,376.9,385.8,390.5,394.2,399,404.6,414.6,427.1,438.6,448.3,455.8,461.2,466.3,474.7,487.3,497.2,509.1,518.1,526.3,537.1,549.6,566.2,583.9,603.1,622,633.2,648.4,664.1,676.9,688,697,705.9,714.4,727.1,742.5,95,96.8,1.78885438199983,96.1,2.92308816911917,95,44,1,0,1,0,1,0,0,0
2011,0,0,0,0,1.4,1.4,1.4,1.4,2,2,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.5,4.3,5.9,7.9,9.4,13.4,15.1,18.2,19.7,19.7,19.7,19.7,19.7,19.7,19.7,21.4,28,28.8,30.5,33.6,36.2,41.1,49.2,57.7,63.3,66.3,75.9,81.3,84.4,84.8,84.8,84.8,86.2,89.6,92,92.9,93.4,93.4,93.4,96.3,104.1,114.2,121.1,121.1,121.1,122.7,130,139.4,145.5,149.8,150.2,151.4,153.9,153.9,154.3,157.9,162.7,167.6,173.5,182.7,188.6,191,194.8,200.9,210.7,222.9,233.2,242.1,252.4,258.6,265.6,275.5,288.1,300.1,306.4,316.3,325.7,331.6,336.1,346.5,356,362.7,369.5,377.1,389.3,402.9,409.8,419.1,432.9,445.2,457.9,469.2,481.5,494.3,509.8,526.9,543,562.6,579.5,595.2,611.1,625.5,639.7,655.9,672.7,95,96,1.4142135623731,95.6,2.59058123036339,99,44,1,0,1,0,1,0,0,0
2012,3.6,3.7,4.1,4.1,4.1,5.1,5.1,5.1,5.9,7.8,7.8,7.8,9.1,10.1,11.8,11.9,11.9,13.3,15.2,18.9,20.8,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.4,26.5,30.4,32.8,32.8,32.8,32.8,32.8,32.8,33.1,33.9,33.9,34.1,34.1,34.1,34.1,34.1,36.1,41.7,47.3,50.9,52.8,52.8,52.8,54.4,56.9,64,68.8,72.4,77,84.4,93.6,98.3,104.2,106.7,108.8,109,109,109,111.1,111.7,118,125.5,131.7,131.8,134.9,137.1,143.8,149.9,153.6,154.5,156.1,161.2,165.8,165.8,177.6,180.1,182.4,190.2,195.5,201.7,207.4,209.7,210.5,216.8,227.2,240.2,250.4,262.8,272.6,279.4,290,299.5,308.5,320.1,333.8,344.9,357.9,368.3,382.3,397.7,415.1,427.3,439.7,456.9,475.4,491.8,508,522.9,537.6,549.3,564.9,577.1,592,609.3,623.5,634.6,642.6,649.9,662.8,679.7,692.8,99,96.2,1.78885438199983,95.9,2.80673792466945,101,44,1,0,1,0,1,0,0,0
