"","DATE","TMAX","TMIN","PRCP","SNWD","TAVG"
"10588",1929-12-27,5,0.1,42,NA,2.55
"10589",1929-12-28,8.6,2.1,6,NA,5.35
"10590",1929-12-29,15.3,3.8,4,NA,9.55
"10591",1929-12-30,11.6,3.2,10,NA,7.4
"10592",1929-12-31,8.8,2.3,51,NA,5.55
"10593",1930-01-01,4.9,-1.6,2,NA,1.65
"10594",1930-01-02,10.3,1.7,13,NA,6
"10595",1930-01-03,10.4,1.8,0,NA,6.1
"10596",1930-01-04,7.8,-1.2,0,NA,3.3
"10597",1930-01-05,4.8,-1.1,0,NA,1.85
"10598",1930-01-06,7.8,-1.2,0,NA,3.3
"10599",1930-01-07,7.9,-1.6,0,NA,3.15
"10600",1930-01-08,6.1,-1.8,2,NA,2.15
"10601",1930-01-09,5.2,1.2,10,NA,3.2
"10602",1930-01-10,5.5,0.6,0,NA,3.05
"10603",1930-01-11,9.6,-2.6,32,NA,3.5
"10604",1930-01-12,7.3,1.8,22,NA,4.55
"10605",1930-01-13,11.8,4.4,0,NA,8.1
"10606",1930-01-14,12.8,3.2,0,NA,8
"10607",1930-01-15,9.8,5.8,182,NA,7.8
"10608",1930-01-16,7.4,2.5,28,NA,4.95
"10609",1930-01-17,6,0.4,0,NA,3.2
"10610",1930-01-18,6.8,0.4,0,NA,3.6
"10611",1930-01-19,7,-0.5,0,NA,3.25
"10612",1930-01-20,4.4,-1.6,0,NA,1.4
"10613",1930-01-21,3.7,-2.3,0,NA,0.7
"10614",1930-01-22,4,-0.6,0,NA,1.7
"10615",1930-01-23,3.8,-1.8,0,NA,1
"10616",1930-01-24,4.1,-1.3,0,NA,1.4
"10617",1930-01-25,7,-1,0,NA,3
"10618",1930-01-26,5.6,-0.9,0,NA,2.35
"10619",1930-01-27,7.6,-1.8,0,NA,2.9
"10620",1930-01-28,1.3,-2.9,0,NA,-0.8
"10621",1930-01-29,3.1,0.2,0,NA,1.65
"10622",1930-01-30,4.2,0.6,6,NA,2.4
"10623",1930-01-31,8,-0.3,0,NA,3.85
"10624",1930-02-01,4,1,50,NA,2.5
"10625",1930-02-02,10.6,1.8,29,NA,6.2
"10626",1930-02-03,7.6,1.9,25,NA,4.75
"10627",1930-02-04,9.8,2.1,4,NA,5.95
"10628",1930-02-05,6.7,0.6,1,NA,3.65
"10629",1930-02-06,9.6,2.2,17,NA,5.9
"10630",1930-02-07,3.1,0.1,14,NA,1.6
"10631",1930-02-08,2.3,-1.2,0,NA,0.55
"10632",1930-02-09,1.4,-4.2,0,NA,-1.4
"10633",1930-02-10,1.2,-7.9,0,NA,-3.35
"10634",1930-02-11,2.1,-7,0,NA,-2.45
"10635",1930-02-12,3.6,-8.5,0,NA,-2.45
"10636",1930-02-13,7.2,-7.7,0,NA,-0.25
"10637",1930-02-14,8.9,-4.5,10,NA,2.2
"10638",1930-02-15,8.7,0.8,24,NA,4.75
"10639",1930-02-16,4.6,-2.3,22,NA,1.15
"10640",1930-02-17,0.8,-3.7,3,NA,-1.45
"10641",1930-02-18,1.4,-1.3,0,NA,0.0499999999999999
"10642",1930-02-19,1.4,-1.4,0,NA,0
"10643",1930-02-20,2.8,-2.7,0,NA,0.0499999999999998
"10644",1930-02-21,3.5,-4.7,0,NA,-0.6
"10645",1930-02-22,3.6,-6.1,0,NA,-1.25
"10646",1930-02-23,0.9,-3.5,0,NA,-1.3
"10647",1930-02-24,6.8,-2.4,0,NA,2.2
"10648",1930-02-25,9,0.5,0,NA,4.75
"10649",1930-02-26,9.1,2.1,0,NA,5.6
"10650",1930-02-27,14.4,2.6,0,NA,8.5
"10651",1930-02-28,11.2,-1.5,0,NA,4.85
"10652",1930-03-01,10,-1.9,0,NA,4.05
"10653",1930-03-02,10.6,0.1,0,NA,5.35
"10654",1930-03-03,13,0.1,0,NA,6.55
"10655",1930-03-04,15.4,-0.9,0,NA,7.25
"10656",1930-03-05,13.9,2.1,0,NA,8
"10657",1930-03-06,14.2,-1.7,0,NA,6.25
"10658",1930-03-07,12.8,4.6,0,NA,8.7
"10659",1930-03-08,12.4,1.6,0,NA,7
"10660",1930-03-09,15.8,-2.9,0,NA,6.45
"10661",1930-03-10,18,-0.7,12,NA,8.65
"10662",1930-03-11,7.4,0.6,4,NA,4
"10663",1930-03-12,7.4,0.3,0,NA,3.85
"10664",1930-03-13,5.4,0.1,52,NA,2.75
"10665",1930-03-14,12.7,2.4,9,NA,7.55
"10666",1930-03-15,17,5.7,18,NA,11.35
"10667",1930-03-16,12.3,3.5,16,NA,7.9
"10668",1930-03-17,12.9,3.2,5,NA,8.05
"10669",1930-03-18,13.4,4.8,25,NA,9.1
"10670",1930-03-19,9.4,1.7,20,NA,5.55
"10671",1930-03-20,5.4,0,38,NA,2.7
"10672",1930-03-21,10.4,-2.1,1,NA,4.15
"10673",1930-03-22,6.9,3.4,12,NA,5.15
"10674",1930-03-23,9.6,6.3,57,NA,7.95
"10675",1930-03-24,8,4.9,27,NA,6.45
"10676",1930-03-25,8.1,4.5,0,NA,6.3
"10677",1930-03-26,11.6,5.7,0,NA,8.65
"10678",1930-03-27,13.9,-0.1,0,NA,6.9
"10679",1930-03-28,19.3,0.5,0,NA,9.9
"10680",1930-03-29,15.7,5.5,1,NA,10.6
"10681",1930-03-30,15.1,3.1,0,NA,9.1
"10682",1930-03-31,16.6,-0.4,0,NA,8.1
"10683",1930-04-01,17.3,7.1,0,NA,12.2
"10684",1930-04-02,21.8,6.5,23,NA,14.15
"10685",1930-04-03,15.8,9.8,97,NA,12.8
"10686",1930-04-04,11.4,6.3,176,NA,8.85
"10687",1930-04-05,15.6,5.5,1,NA,10.55
"10688",1930-04-06,15.8,2.9,0,NA,9.35
"10689",1930-04-07,15.6,1.6,0,NA,8.6
"10690",1930-04-08,15.8,1.2,0,NA,8.5
"10691",1930-04-09,15.3,0.3,0,NA,7.8
"10692",1930-04-10,17.6,0.6,0,NA,9.1
"10693",1930-04-11,19.3,2.8,0,NA,11.05
"10694",1930-04-12,19.8,6.1,42,NA,12.95
"10695",1930-04-13,12.6,7.4,20,NA,10
"10696",1930-04-14,9.4,4.3,188,NA,6.85
"10697",1930-04-15,5.3,3.2,125,NA,4.25
"10698",1930-04-16,5.5,2.4,108,NA,3.95
"10699",1930-04-17,5.9,2.4,52,NA,4.15
"10700",1930-04-18,11.8,2.1,28,NA,6.95
"10701",1930-04-19,6.6,1.9,126,NA,4.25
"10702",1930-04-20,12.4,0.8,0,NA,6.6
"10703",1930-04-21,18.9,0.9,0,NA,9.9
"10704",1930-04-22,17.2,5.9,0,NA,11.55
"10705",1930-04-23,17.6,8.4,13,NA,13
"10706",1930-04-24,16.7,9.4,7,NA,13.05
"10707",1930-04-25,22.7,8.3,58,NA,15.5
"10708",1930-04-26,20.4,9.7,0,NA,15.05
"10709",1930-04-27,23.2,6.6,0,NA,14.9
"10710",1930-04-28,24.1,6.4,0,NA,15.25
"10711",1930-04-29,20.7,11.4,55,NA,16.05
"10712",1930-04-30,16,8.6,4,NA,12.3
"10713",1930-05-01,16.5,1.4,0,NA,8.95
"10714",1930-05-02,18.6,2.2,190,NA,10.4
"10715",1930-05-03,17.9,9.1,14,NA,13.5
"10716",1930-05-04,20.4,7.1,63,NA,13.75
"10717",1930-05-05,19.4,9.3,140,NA,14.35
"10718",1930-05-06,13.9,7.8,60,NA,10.85
"10719",1930-05-07,8.6,6.6,153,NA,7.6
"10720",1930-05-08,10.4,5.7,97,NA,8.05
"10721",1930-05-09,12.4,3.8,0,NA,8.1
"10722",1930-05-10,12.8,2.7,42,NA,7.75
"10723",1930-05-11,14.8,7.8,52,NA,11.3
"10724",1930-05-12,14,6.4,46,NA,10.2
"10725",1930-05-13,14.5,6.2,63,NA,10.35
"10726",1930-05-14,16.1,12.2,8,NA,14.15
"10727",1930-05-15,20.1,10.5,0,NA,15.3
"10728",1930-05-16,22.5,7.6,0,NA,15.05
"10729",1930-05-17,25.8,8.2,0,NA,17
"10730",1930-05-18,25.4,11.2,2,NA,18.3
"10731",1930-05-19,16.4,7.1,0,NA,11.75
"10732",1930-05-20,18.4,2.4,5,NA,10.4
"10733",1930-05-21,19.1,8.4,0,NA,13.75
"10734",1930-05-22,20.9,5.8,0,NA,13.35
"10735",1930-05-23,17,10.3,60,NA,13.65
"10736",1930-05-24,16.7,7.7,20,NA,12.2
"10737",1930-05-25,18.8,8.1,20,NA,13.45
"10738",1930-05-26,20,6.3,0,NA,13.15
"10739",1930-05-27,20.8,9.9,83,NA,15.35
"10740",1930-05-28,19.5,10.9,6,NA,15.2
"10741",1930-05-29,22.5,11.5,12,NA,17
"10742",1930-05-30,25.6,12.1,43,NA,18.85
"10743",1930-05-31,24.8,13.5,13,NA,19.15
"10744",1930-06-01,24.7,9.9,14,NA,17.3
"10745",1930-06-02,26.8,11.8,189,NA,19.3
"10746",1930-06-03,25.2,10.6,144,NA,17.9
"10747",1930-06-04,25.4,11.1,0,NA,18.25
"10748",1930-06-05,25.7,12.1,0,NA,18.9
"10749",1930-06-06,25.8,10.2,0,NA,18
"10750",1930-06-07,29,14,29,NA,21.5
"10751",1930-06-08,22.8,14.5,252,NA,18.65
"10752",1930-06-09,23.3,12.8,1,NA,18.05
"10753",1930-06-10,27.7,14.2,0,NA,20.95
"10754",1930-06-11,27.5,12.9,0,NA,20.2
"10755",1930-06-12,29.3,15.6,0,NA,22.45
"10756",1930-06-13,29.2,14.2,1,NA,21.7
"10757",1930-06-14,27.9,12.8,53,NA,20.35
"10758",1930-06-15,27.5,13.6,1,NA,20.55
"10759",1930-06-16,28.7,14.2,0,NA,21.45
"10760",1930-06-17,27.3,14.5,0,NA,20.9
"10761",1930-06-18,27.9,10.3,0,NA,19.1
"10762",1930-06-19,28.7,14.5,0,NA,21.6
"10763",1930-06-20,23.3,14.9,45,NA,19.1
"10764",1930-06-21,27.5,15.1,0,NA,21.3
"10765",1930-06-22,30.6,12.8,0,NA,21.7
"10766",1930-06-23,27.9,16.3,8,NA,22.1
"10767",1930-06-24,30.2,13.8,227,NA,22
"10768",1930-06-25,25.4,12.6,0,NA,19
"10769",1930-06-26,25.2,12.2,44,NA,18.7
"10770",1930-06-27,23,15.9,30,NA,19.45
"10771",1930-06-28,21.8,13.5,0,NA,17.65
"10772",1930-06-29,26.1,12.8,0,NA,19.45
"10773",1930-06-30,31,11.8,0,NA,21.4
"10774",1930-07-01,30.4,13.9,26,NA,22.15
"10775",1930-07-02,26.5,15.9,148,NA,21.2
"10776",1930-07-03,29.1,14.8,0,NA,21.95
"10777",1930-07-04,31.9,15.9,0,NA,23.9
"10778",1930-07-05,33.1,17.2,0,NA,25.15
"10779",1930-07-06,29.8,17.3,112,NA,23.55
"10780",1930-07-07,26.4,16.1,0,NA,21.25
"10781",1930-07-08,22.9,14.5,0,NA,18.7
"10782",1930-07-09,24.3,9.7,0,NA,17
"10783",1930-07-10,24.1,11.7,420,NA,17.9
"10784",1930-07-11,16.8,9.4,117,NA,13.1
"10785",1930-07-12,17.8,8.9,24,NA,13.35
"10786",1930-07-13,14.4,10.8,9,NA,12.6
"10787",1930-07-14,22.1,8.2,19,NA,15.15
"10788",1930-07-15,20.6,12.9,19,NA,16.75
"10789",1930-07-16,25,10.2,0,NA,17.6
"10790",1930-07-17,27.6,14.7,139,NA,21.15
"10791",1930-07-18,18.3,12.2,192,NA,15.25
"10792",1930-07-19,19.7,10.4,74,NA,15.05
"10793",1930-07-20,23.5,9.3,7,NA,16.4
"10794",1930-07-21,26,11.1,74,NA,18.55
"10795",1930-07-22,22,12.3,0,NA,17.15
"10796",1930-07-23,21.6,10.7,310,NA,16.15
"10797",1930-07-24,17.6,11.5,3,NA,14.55
"10798",1930-07-25,19.5,11.9,44,NA,15.7
"10799",1930-07-26,25.7,9.2,4,NA,17.45
"10800",1930-07-27,24,12.2,130,NA,18.1
"10801",1930-07-28,19.4,15.8,97,NA,17.6
"10802",1930-07-29,20.3,14.8,0,NA,17.55
"10803",1930-07-30,20.4,11.7,12,NA,16.05
"10804",1930-07-31,21.5,12.4,0,NA,16.95
"10805",1930-08-01,24.3,8.8,0,NA,16.55
"10806",1930-08-02,28.9,12.4,216,NA,20.65
"10807",1930-08-03,22.8,13.7,6,NA,18.25
"10808",1930-08-04,24.6,11,64,NA,17.8
"10809",1930-08-05,23.1,12.6,7,NA,17.85
"10810",1930-08-06,21.4,11.7,34,NA,16.55
"10811",1930-08-07,20.4,11.2,27,NA,15.8
"10812",1930-08-08,19.9,9.9,50,NA,14.9
"10813",1930-08-09,21.2,10.9,0,NA,16.05
"10814",1930-08-10,24,10.5,0,NA,17.25
"10815",1930-08-11,25.3,14,0,NA,19.65
"10816",1930-08-12,23.8,13.8,17,NA,18.8
"10817",1930-08-13,18.7,12.6,12,NA,15.65
"10818",1930-08-14,18.6,11.1,0,NA,14.85
"10819",1930-08-15,17.3,11.9,20,NA,14.6
"10820",1930-08-16,20,11.9,0,NA,15.95
"10821",1930-08-17,24.2,7.4,0,NA,15.8
"10822",1930-08-18,27.6,8.2,1,NA,17.9
"10823",1930-08-19,20.4,14.8,6,NA,17.6
"10824",1930-08-20,20.8,12.6,0,NA,16.7
"10825",1930-08-21,27.5,13.6,14,NA,20.55
"10826",1930-08-22,23,15.2,50,NA,19.1
"10827",1930-08-23,22.9,15.4,4,NA,19.15
"10828",1930-08-24,26.1,15.5,0,NA,20.8
"10829",1930-08-25,25.9,15.4,0,NA,20.65
"10830",1930-08-26,28.9,14.1,0,NA,21.5
"10831",1930-08-27,31.9,13.1,0,NA,22.5
"10832",1930-08-28,30.9,16.4,0,NA,23.65
"10833",1930-08-29,29.9,14.3,0,NA,22.1
"10834",1930-08-30,29.4,14.5,0,NA,21.95
"10835",1930-08-31,30.5,14.1,0,NA,22.3
"10836",1930-09-01,29.6,14.2,0,NA,21.9
"10837",1930-09-02,23.1,12.9,0,NA,18
"10838",1930-09-03,23.7,8.8,0,NA,16.25
"10839",1930-09-04,24.9,8.9,0,NA,16.9
"10840",1930-09-05,29.2,8.5,0,NA,18.85
"10841",1930-09-06,24.4,14.3,251,NA,19.35
"10842",1930-09-07,19.2,15,22,NA,17.1
"10843",1930-09-08,22.1,13.4,0,NA,17.75
"10844",1930-09-09,24.6,12.5,37,NA,18.55
"10845",1930-09-10,23,14.2,15,NA,18.6
"10846",1930-09-11,21.3,14.8,43,NA,18.05
"10847",1930-09-12,21.4,13,2,NA,17.2
"10848",1930-09-13,22.5,12.8,4,NA,17.65
"10849",1930-09-14,22.7,13.3,1,NA,18
"10850",1930-09-15,18.4,12.3,0,NA,15.35
"10851",1930-09-16,18.8,8.6,0,NA,13.7
"10852",1930-09-17,14.2,6.8,24,NA,10.5
"10853",1930-09-18,27.6,11.2,0,NA,19.4
"10854",1930-09-19,30,14,57,NA,22
"10855",1930-09-20,18.4,12.4,37,NA,15.4
"10856",1930-09-21,18.6,9.5,20,NA,14.05
"10857",1930-09-22,16.2,10.1,7,NA,13.15
"10858",1930-09-23,18,11.2,14,NA,14.6
"10859",1930-09-24,21.6,12.8,35,NA,17.2
"10860",1930-09-25,17,10.8,15,NA,13.9
"10861",1930-09-26,17.6,8.8,2,NA,13.2
"10862",1930-09-27,16.6,6.2,1,NA,11.4
"10863",1930-09-28,16.9,7.8,0,NA,12.35
"10864",1930-09-29,12.5,7.8,19,NA,10.15
"10865",1930-09-30,18.4,7.3,0,NA,12.85
"10866",1930-10-01,17,5.6,0,NA,11.3
"10867",1930-10-02,13.9,6.1,1,NA,10
"10868",1930-10-03,16.8,5.2,0,NA,11
"10869",1930-10-04,16.4,7.2,63,NA,11.8
"10870",1930-10-05,16.6,12.8,117,NA,14.7
"10871",1930-10-06,15.9,8.7,110,NA,12.3
"10872",1930-10-07,13.6,6.5,66,NA,10.05
"10873",1930-10-08,19,8.3,15,NA,13.65
"10874",1930-10-09,19.9,10.8,129,NA,15.35
"10875",1930-10-10,15,7,15,NA,11
"10876",1930-10-11,12.6,4.9,144,NA,8.75
"10877",1930-10-12,16.5,7.9,116,NA,12.2
"10878",1930-10-13,16,5.1,0,NA,10.55
"10879",1930-10-14,16.4,2.1,0,NA,9.25
"10880",1930-10-15,18.1,5.4,0,NA,11.75
"10881",1930-10-16,18.7,6.2,0,NA,12.45
"10882",1930-10-17,19.3,6.8,0,NA,13.05
"10883",1930-10-18,20.7,7.2,0,NA,13.95
"10884",1930-10-19,17.9,8.2,0,NA,13.05
"10885",1930-10-20,18.8,5.8,0,NA,12.3
"10886",1930-10-21,17.6,8.2,35,NA,12.9
"10887",1930-10-22,13.2,6.7,14,NA,9.95
"10888",1930-10-23,13.2,5.3,14,NA,9.25
"10889",1930-10-24,12.4,6.7,41,NA,9.55
"10890",1930-10-25,9.3,4.5,13,NA,6.9
"10891",1930-10-26,8,4.4,22,NA,6.2
"10892",1930-10-27,8.5,4.2,0,NA,6.35
"10893",1930-10-28,5.2,1.2,92,NA,3.2
"10894",1930-10-29,11.7,4.9,11,NA,8.3
"10895",1930-10-30,14.3,9.3,0,NA,11.8
"10896",1930-10-31,17.3,10.2,0,NA,13.75
"10897",1930-11-01,16.8,8.7,60,NA,12.75
"10898",1930-11-02,17.2,10.2,64,NA,13.7
"10899",1930-11-03,11.9,6,222,NA,8.95
"10900",1930-11-04,6,0.4,114,NA,3.2
"10901",1930-11-05,8.2,2.1,46,NA,5.15
"10902",1930-11-06,6.5,1.3,16,NA,3.9
"10903",1930-11-07,12,3.6,21,NA,7.8
"10904",1930-11-08,7.7,-0.3,0,NA,3.7
"10905",1930-11-09,11.4,5.3,0,NA,8.35
"10906",1930-11-10,12.8,8.4,0,NA,10.6
"10907",1930-11-11,10.5,5.1,0,NA,7.8
"10908",1930-11-12,8,-0.3,0,NA,3.85
"10909",1930-11-13,9.5,-1.8,0,NA,3.85
"10910",1930-11-14,11.6,-2.2,0,NA,4.7
"10911",1930-11-15,11.6,-1.8,1,NA,4.9
"10912",1930-11-16,10.1,3.1,122,NA,6.6
"10913",1930-11-17,6.9,1.1,0,NA,4
"10914",1930-11-18,7.5,-0.8,72,NA,3.35
"10915",1930-11-19,15,1,16,NA,8
"10916",1930-11-20,15.5,9.1,90,NA,12.3
"10917",1930-11-21,17.2,11.7,13,NA,14.45
"10918",1930-11-22,18.1,9.2,45,NA,13.65
"10919",1930-11-23,15,0.9,0,NA,7.95
"10920",1930-11-24,3.7,-2.5,25,NA,0.6
"10921",1930-11-25,14.8,3.2,6,NA,9
"10922",1930-11-26,14.9,8.1,0,NA,11.5
"10923",1930-11-27,13.9,5.2,0,NA,9.55
"10924",1930-11-28,12.9,3,0,NA,7.95
"10925",1930-11-29,12.2,3.9,30,NA,8.05
"10926",1930-11-30,7.4,3.8,0,NA,5.6
"10927",1930-12-01,9.7,2.4,0,NA,6.05
"10928",1930-12-02,7.1,4.4,0,NA,5.75
"10929",1930-12-03,5.8,1.8,0,NA,3.8
"10930",1930-12-04,4.8,-1.9,0,NA,1.45
"10931",1930-12-05,1.6,-2.6,0,NA,-0.5
"10932",1930-12-06,4.2,-0.8,2,NA,1.7
"10933",1930-12-07,10.6,3.3,55,NA,6.95
"10934",1930-12-08,6.8,0.7,25,NA,3.75
"10935",1930-12-09,4.5,-1.7,13,NA,1.4
"10936",1930-12-10,3.6,0.4,2,NA,2
"10937",1930-12-11,1.3,-3.4,0,NA,-1.05
"10938",1930-12-12,5,-0.3,31,NA,2.35
"10939",1930-12-13,7.6,2.4,56,NA,5
"10940",1930-12-14,7.4,3.4,5,NA,5.4
"10941",1930-12-15,6.2,1.5,0,NA,3.85
"10942",1930-12-16,3.1,-2.5,0,NA,0.3
"10943",1930-12-17,-1.3,-2.7,0,NA,-2
"10944",1930-12-18,1.7,-3.1,0,NA,-0.7
"10945",1930-12-19,2.1,-5.3,0,NA,-1.6
"10946",1930-12-20,-0.9,-4.8,0,NA,-2.85
"10947",1930-12-21,-2.5,-7.3,0,NA,-4.9
"10948",1930-12-22,-1.1,-6.8,0,NA,-3.95
"10949",1930-12-23,0.7,-1.8,0,NA,-0.55
"10950",1930-12-24,-0.4,-1.8,0,NA,-1.1
"10951",1930-12-25,1.4,-3.2,0,NA,-0.9
"10952",1930-12-26,3.7,-3,10,NA,0.35
"10953",1930-12-27,8.7,0.7,43,NA,4.7
"10954",1930-12-28,11.2,2.2,25,NA,6.7
"10955",1930-12-29,5,-1.3,58,NA,1.85
"10956",1930-12-30,8.1,1.7,26,NA,4.9
"10957",1930-12-31,13.6,5.2,14,NA,9.4
"10958",1931-01-01,11.8,2,49,0,6.9
"10959",1931-01-02,10.1,0.4,13,0,5.25
"10960",1931-01-03,9.1,0.4,11,0,4.75
"10961",1931-01-04,13.4,1.8,97,0,7.6
"10962",1931-01-05,4.4,-0.8,0,0,1.8
"10963",1931-01-06,1.7,-4.9,0,0,-1.6
"10964",1931-01-07,2.4,-4.2,0,0,-0.9
"10965",1931-01-08,0,-5.5,0,0,-2.75
"10966",1931-01-09,-1.7,-3.8,0,0,-2.75
"10967",1931-01-10,-0.6,-7.4,0,0,-4
"10968",1931-01-11,-1.6,-11.2,0,0,-6.4
"10969",1931-01-12,-1.2,-10.6,0,0,-5.9
"10970",1931-01-13,-1.7,-7,0,0,-4.35
"10971",1931-01-14,-0.2,-7.2,13,0,-3.7
"10972",1931-01-15,0.3,-7.1,0,30,-3.4
"10973",1931-01-16,4.2,-7.1,32,20,-1.45
"10974",1931-01-17,7.6,0.7,43,0,4.15
"10975",1931-01-18,2.4,0.7,46,0,1.55
"10976",1931-01-19,6.6,0.2,12,0,3.4
"10977",1931-01-20,8.7,3,0,0,5.85
"10978",1931-01-21,8,2,0,0,5
"10979",1931-01-22,5.8,-0.3,0,0,2.75
"10980",1931-01-23,12.8,-0.3,3,0,6.25
"10981",1931-01-24,12.8,4,61,0,8.4
"10982",1931-01-25,8.5,2.6,27,0,5.55
"10983",1931-01-26,3.7,0.8,37,0,2.25
"10984",1931-01-27,2.5,0,20,0,1.25
"10985",1931-01-28,3.8,-6,27,10,-1.1
"10986",1931-01-29,6.8,2.9,22,0,4.85
"10987",1931-01-30,7.2,0.7,15,0,3.95
"10988",1931-01-31,5.2,-0.6,0,0,2.3
"10989",1931-02-01,4.6,-1.2,5,0,1.7
"10990",1931-02-02,6.2,-0.4,4,0,2.9
"10991",1931-02-03,4.7,1,1,0,2.85
"10992",1931-02-04,2.2,0.9,14,0,1.55
"10993",1931-02-05,1.5,-10.1,22,0,-4.3
"10994",1931-02-06,1.5,-12.2,1,60,-5.35
"10995",1931-02-07,-3.9,-13.8,3,30,-8.85
"10996",1931-02-08,0.7,-12,0,40,-5.65
"10997",1931-02-09,0.5,-13.1,0,20,-6.3
"10998",1931-02-10,3.6,-6.1,7,20,-1.25
"10999",1931-02-11,6.1,1.2,13,0,3.65
"11000",1931-02-12,6.6,0.3,98,0,3.45
"11001",1931-02-13,4.3,-0.1,30,20,2.1
"11002",1931-02-14,0.8,-1,2,50,-0.1
"11003",1931-02-15,2.8,-2.8,1,40,0
"11004",1931-02-16,4.5,-6.3,22,30,-0.9
"11005",1931-02-17,5.3,-0.7,6,10,2.3
"11006",1931-02-18,5.2,-3.8,0,10,0.7
"11007",1931-02-19,2.8,-3,3,10,-0.1
"11008",1931-02-20,1.6,-0.5,0,10,0.55
"11009",1931-02-21,4.4,0.2,50,0,2.3
"11010",1931-02-22,3.5,-0.8,0,0,1.35
"11011",1931-02-23,3.8,-3.4,0,0,0.2
"11012",1931-02-24,5.1,-5.5,0,0,-0.2
"11013",1931-02-25,6,-5.7,2,0,0.15
"11014",1931-02-26,6.8,0.8,11,0,3.8
"11015",1931-02-27,8.6,5.5,0,0,7.05
"11016",1931-02-28,11.8,3.9,84,0,7.85
"11017",1931-03-01,5.4,-0.7,4,0,2.35
"11018",1931-03-02,4.1,-3.8,0,10,0.15
"11019",1931-03-03,3.1,-6.2,134,0,-1.55
"11020",1931-03-04,2.7,0,232,0,1.35
"11021",1931-03-05,2,-0.7,0,20,0.65
"11022",1931-03-06,0.4,-3.3,157,10,-1.45
"11023",1931-03-07,0.9,-3.3,29,100,-1.2
"11024",1931-03-08,-1.5,-5.1,137,100,-3.3
"11025",1931-03-09,-2.9,-7,92,230,-4.95
"11026",1931-03-10,-4.7,-7.3,170,310,-6
"11027",1931-03-11,2.1,-14.3,0,550,-6.1
"11028",1931-03-12,8.7,-4.2,0,430,2.25
"11029",1931-03-13,4.2,-14.5,0,350,-5.15
"11030",1931-03-14,10.7,-8.3,0,350,1.2
"11031",1931-03-15,7.2,-9.5,0,300,-1.15
"11032",1931-03-16,7.8,-9.5,0,250,-0.85
"11033",1931-03-17,7.5,-4.1,0,220,1.7
"11034",1931-03-18,10.5,-0.7,0,180,4.9
"11035",1931-03-19,15.2,1.7,0,150,8.45
"11036",1931-03-20,15.4,3.2,0,100,9.3
"11037",1931-03-21,11.7,3.6,5,0,7.65
"11038",1931-03-22,11.8,4.3,0,0,8.05
"11039",1931-03-23,17.4,1,0,0,9.2
"11040",1931-03-24,17.4,4.3,0,0,10.85
"11041",1931-03-25,15.8,1.2,0,0,8.5
"11042",1931-03-26,12.6,0.7,0,0,6.65
"11043",1931-03-27,15.1,-1.3,0,0,6.9
"11044",1931-03-28,16.3,-0.5,0,0,7.9
"11045",1931-03-29,9.7,-0.1,0,0,4.8
"11046",1931-03-30,9.4,-2.1,0,0,3.65
"11047",1931-03-31,8.2,-3.2,0,0,2.5
"11048",1931-04-01,11,-2.6,0,0,4.2
"11049",1931-04-02,14.7,1.2,20,0,7.95
"11050",1931-04-03,11.8,5.7,11,0,8.75
"11051",1931-04-04,10.7,6.5,1,0,8.6
"11052",1931-04-05,9.2,5.2,0,0,7.2
"11053",1931-04-06,12.2,4.5,0,0,8.35
"11054",1931-04-07,13.3,4.4,0,0,8.85
"11055",1931-04-08,17.3,2.4,0,0,9.85
"11056",1931-04-09,19.1,0.8,0,0,9.95
"11057",1931-04-10,21.2,3.7,0,0,12.45
"11058",1931-04-11,17.2,3.5,0,0,10.35
"11059",1931-04-12,21.2,0,0,0,10.6
"11060",1931-04-13,17.4,4.2,0,0,10.8
"11061",1931-04-14,14,1.6,0,0,7.8
"11062",1931-04-15,11.7,6.2,14,0,8.95
"11063",1931-04-16,11.6,5.5,18,0,8.55
"11064",1931-04-17,9.4,3.5,19,0,6.45
"11065",1931-04-18,9.8,0.6,0,0,5.2
"11066",1931-04-19,9.2,0,4,0,4.6
"11067",1931-04-20,13.2,-0.8,1,0,6.2
"11068",1931-04-21,7.7,1.4,5,0,4.55
"11069",1931-04-22,12.6,3.5,0,0,8.05
"11070",1931-04-23,16,1.7,0,0,8.85
"11071",1931-04-24,21,5.7,0,0,13.35
"11072",1931-04-25,18.7,8,65,0,13.35
"11073",1931-04-26,15,7.2,18,0,11.1
"11074",1931-04-27,13,6.3,79,0,9.65
"11075",1931-04-28,13,5.5,29,0,9.25
"11076",1931-04-29,12,6.3,50,0,9.15
"11077",1931-04-30,16.3,1.8,0,0,9.05
"11078",1931-05-01,20.5,0,41,0,10.25
"11079",1931-05-02,21.4,8.8,0,0,15.1
"11080",1931-05-03,18.9,6.8,61,0,12.85
"11081",1931-05-04,15.3,8.6,56,0,11.95
"11082",1931-05-05,17.8,7.8,4,0,12.8
"11083",1931-05-06,20.4,3.2,0,0,11.8
"11084",1931-05-07,17.4,9.6,0,0,13.5
"11085",1931-05-08,19.8,6.9,4,0,13.35
"11086",1931-05-09,18.8,8.9,1,0,13.85
"11087",1931-05-10,19,8.6,0,0,13.8
"11088",1931-05-11,22.2,4.2,0,0,13.2
"11089",1931-05-12,25.2,7.8,0,0,16.5
"11090",1931-05-13,26.5,8.5,0,0,17.5
"11091",1931-05-14,26.5,10.9,1,0,18.7
